NAME,CITY,STATE
BASIS SAN ANTONIO- SHAVANO CAMPUS,SAN ANTONIO,TX
NOBLE REED,CRANDALL,TX
EAST VIEW H S,GEORGETOWN,TX
BRIGHT BEGINNINGS ACADEMIC CENTER,BROWNFIELD,TX
CHARLES MIDDLE,EL PASO,TX
MCCULLOUGH J H,THE WOODLANDS,TX
CHARLES A FORBES MIDDLE,GEORGETOWN,TX
HIDALGO CO J J A E P,MERCEDES,TX
IRENE CLINKSCALE EL,BURLESON,TX
MOULTON EL,MOULTON,TX
CORNERSTONE EL,SUGAR LAND,TX
RIDGEMONT EL,HOUSTON,TX
BUCKHOLTS SCHOOL,BUCKHOLTS,TX
CIMARRON EL,KATY,TX
WINONA EL,WINONA,TX
NORTHSIDE EL,WAXAHACHIE,TX
JEFFERSON ELEM,EDINBURG,TX
THE PRO-VISION ACADEMY,HOUSTON,TX
DUBLIN INT,DUBLIN,TX
YSLETA EL,EL PASO,TX
ROOSEVELT EL,HOUSTON,TX
IDEA NORTH MISSION ACADEMY,MISSION,TX
RICE SCH /LA ESCUELA RICE,HOUSTON,TX
VENABLE VILLAGE EL,FORT HOOD,TX
LUBBOCK CO YOUTH CTR,LUBBOCK,TX
COMFORT EL,COMFORT,TX
TIMPSON SCHOOL,TIMPSON,TX
BEAVER TECHNOLOGY CENTER,GARLAND,TX
KIPP AUSTIN COMUNIDAD,AUSTIN,TX
H GRADY SPRUCE H S,DALLAS,TX
FAIRVIEW SPECIAL PROGRAMS,ROWENA,TX
MICHAEL EL,SAN ANTONIO,TX
CEDAR PARK H S,CEDAR PARK,TX
ORTIZ EL,BROWNSVILLE,TX
GRAPEVINE H S,GRAPEVINE,TX
WUNDERLICH INT,HOUSTON,TX
VINEYARD RANCH EL,SAN ANTONIO,TX
FREDERICKSBURG H S,FREDERICKSBURG,TX
CENTER POINT EL,CENTER POINT,TX
WHITTIER EL,AMARILLO,TX
FRAZIER EL,BURLESON,TX
SER-NINOS CHARTER EL,HOUSTON,TX
PASODALE EL,EL PASO,TX
BENDWOOD SCHOOL,HOUSTON,TX
VELMA PENNY EL,LINDALE,TX
HAMSHIRE-FANNETT MIDDLE,BEAUMONT,TX
WILLOW BEND EL,LUBBOCK,TX
ROUND TOP-CARMINE H S,CARMINE,TX
MESA VISTA EL,EL PASO,TX
PECAN GROVE EL,RICHMOND,TX
LAKE HIGHLANDS EL,DALLAS,TX
FREDERICKSBURG MIDDLE,FREDERICKSBURG,TX
LASARA H S,LASARA,TX
CROCKETT MIDDLE,PECOS,TX
PRADA EL,LAREDO,TX
HODGE EL,DENTON,TX
MCKINNEY H S,MCKINNEY,TX
DENTON CO J J A E P,JUSTIN,TX
FORSAN H S,FORSAN,TX
DECKER MIDDLE,AUSTIN,TX
THOMAS TOLBERT EL,DALLAS,TX
MEADOR ELEMENTARY,HOUSTON,TX
NEW WAVERLY H S,NEW WAVERLY,TX
WOODROW WILSON DAEP,TEXAS CITY,TX
CHAPEL HILL H S,TYLER,TX
CARROLL H S,CORPUS CHRISTI,TX
WOODVILLE H S,WOODVILLE,TX
BULLOCK EL,GARLAND,TX
WAXAHACHIE H S OF CHOICE,WAXAHACHIE,TX
NORTHWEST EL,BROWNWOOD,TX
BLEDSOE EL,FRISCO,TX
VISTA ACADEMY OF CROCKETT,CROCKETT,TX
BRIARGATE EL,MISSOURI CITY,TX
HILLCREST H S,DALLAS,TX
WALLACE ACCELERATED H S,COLORADO CITY,TX
LAKE TRAVIS H S,AUSTIN,TX
GEORGE I SANCHEZ NORTH,HOUSTON,TX
ILTEXAS KELLER SAGINAW H S,FORT WORTH,TX
NEW 6TH H S - PEARSON RANCH,ROUND ROCK,TX
RONALD THORNTON MIDDLE,MISSOURI CITY,TX
ELKHART H S,ELKHART,TX
PONDEROSA EL,HOUSTON,TX
BELLEVUE SCHOOL,BELLEVUE,TX
CENTERVILLE EL,CENTERVILLE,TX
LAWRENCE E ELKINS H S,MISSOURI CITY,TX
JOHN J CIAVARRA EL,DEVINE,TX
BROWNSVILLE ACADEMIC CENTER,BROWNSVILLE,TX
GEORGE HERBERT WALKER BUSH EL,ADDISON,TX
EXCEL ACADEMY EDUCATION TRANSITION CENTER,HOUSTON,TX
FOLKS MIDDLE,SAN ANTONIO,TX
PATSY SOMMER EL,AUSTIN,TX
BOB AND LOLA SANFORD EL,VAN ALSTYNE,TX
HIDALGO EARLY START ACADEMY,HIDALGO,TX
VERNON SCHRADE MIDDLE,ROWLETT,TX
DR ALEJO SALINAS JR EL,HIDALGO,TX
CANO-GONZALEZ EL,EDINBURG,TX
BRUCE EL,HOUSTON,TX
HEIGHTS EL,LAREDO,TX
FIELDS EL,MCALLEN,TX
BATESVILLE SCHOOL,BATESVILLE,TX
NEW CANEY H S,NEW CANEY,TX
HIDALGO COUNTY BOOT CAMP,WESLACO,TX
SMITHVILLE EL,SMITHVILLE,TX
RAYE-ALLEN EL,TEMPLE,TX
SABINE EL,KILGORE,TX
NORTH SHORE MIDDLE,HOUSTON,TX
BOWIE EL,ABILENE,TX
NACOGDOCHES COUNTY DAEP COOP,GARRISON,TX
WEST MESQUITE H S,MESQUITE,TX
GOLIAD EL,ODESSA,TX
WHITEHOUSE ISD - JJAEP,WHITEHOUSE,TX
IGNACIO ZARAGOZA EL,DALLAS,TX
PATRICIA KNOWLES EL,CEDAR PARK,TX
ELITE STEM PRI ACADEMY,HOUSTON,TX
SANFORD-FRITCH EL,FRITCH,TX
EVERMAN H S,EVERMAN,TX
BORGER MIDDLE,BORGER,TX
SHEPTON H S,PLANO,TX
NORTH DALLAS H S,DALLAS,TX
WOODSTONE EL,SAN ANTONIO,TX
HALTOM MIDDLE,HALTOM CITY,TX
JOHN DOEDYNS EL,SAN JUAN,TX
KINGSBOROUGH MIDDLE,SAN ANTONIO,TX
BURGES H S,EL PASO,TX
EDCOUCH-ELSA H S,ELSA,TX
GRAHAM EL,GRAHAM,TX
RICARDO ESTRADA MIDDLE,EL PASO,TX
MITCHELL INT,THE WOODLANDS,TX
WILLIAMSON COUNTY CORE/JJAEP,GEORGETOWN,TX
URSULA STEPHENS EL,KATY,TX
BRUCEVILLE-EDDY H S,EDDY,TX
ALTERNATIVE MIDDLE,SAN ANTONIO,TX
COOPER H S,COOPER,TX
FORT HANCOCK H S,FORT HANCOCK,TX
LEE BUICE EL,ODESSA,TX
VISTA ACADEMY OF EDINBURG,EDINBURG,TX
BARBARA M MANNS MIDDLE DAEP,DALLAS,TX
HECTOR P GARCIA EL,GRAND PRAIRIE,TX
FORT WORTH ACADEMY OF FINE ARTS EL,FORT WORTH,TX
FREER H S,FREER,TX
BEASLEY EL,MESQUITE,TX
DONALD J STOCKTON JH,CONROE,TX
ISCHOOL HIGH AT THE WOODLANDS,CONROE,TX
EVADALE DAEP,EVADALE,TX
WILDORADO SCHOOL,WILDORADO,TX
BAILEY MIDDLE,AUSTIN,TX
JOSLIN EL,AUSTIN,TX
BOWIE PRI,SULPHUR SPRINGS,TX
MONTCLAIR EL,CORPUS CHRISTI,TX
NIMITZ H S,HOUSTON,TX
AUSTWELL-TIVOLI H S,TIVOLI,TX
COOKE/FANNIN/GRAYSON CO JUVENILE POST AJUD FAC,DENISON,TX
SWEENY J H,SWEENY,TX
SAMUEL CLEMENS H S,SCHERTZ,TX
INDEPENDENCE H S,FRISCO,TX
ISAACS EARLY CHILDHOOD SCHOOL,PLANO,TX
TULOSO-MIDWAY ACADEMIC CAREER CENTER,CORPUS CHRISTI,TX
PARSONS EL,LUBBOCK,TX
SLATON MIDDLE,LUBBOCK,TX
THORNDALE MIDDLE,THORNDALE,TX
ZAVALA EL,EL PASO,TX
ROWLAND EL,VICTORIA,TX
FAIRVIEW SPECIAL PROGRAMS,SAN ANGELO,TX
HILLCREST PDS MAGNET,WACO,TX
CLINT H S,CLINT,TX
BLANKET SCHOOL,BLANKET,TX
CAMELOT EL,SAN ANTONIO,TX
PIN OAK MIDDLE,BELLAIRE,TX
ALBA-GOLDEN H S,ALBA,TX
ALICE JOHNSON J H,CHANNELVIEW,TX
SIEBERT EL,EASTLAND,TX
RED EL,HOUSTON,TX
HUNTINGTON EL,HUNTINGTON,TX
YWLA AT BILL ARNOLD,GRAND PRAIRIE,TX
WALKER EL,KATY,TX
CARROLL EL,FRISCO,TX
SPEARS EL,FRISCO,TX
DIAZ J H,HIDALGO,TX
LIBERTY EL,EAGLE PASS,TX
WELDER EL,SINTON,TX
SCHOCHLER EL,CHANNELVIEW,TX
WHITEWRIGHT H S,WHITEWRIGHT,TX
CHALLENGE ACADEMY,WACO,TX
DAVID CROCKETT ACADEMY,SAN ANTONIO,TX
I T HOLLEMAN EL,WALLER,TX
ROSEHILL EL,TOMBALL,TX
FAULK MIDDLE,BROWNSVILLE,TX
GRAFORD SCHOOL,GRAFORD,TX
ASPERMONT EL,ASPERMONT,TX
WHITTIER EL,HOUSTON,TX
THERON JONES EARLY LITERACY CENTER,TEXARKANA,TX
MCRAE EL,FORT WORTH,TX
LEONARD MIDDLE,FORT WORTH,TX
W A MARTIN EL,CRANDALL,TX
PORT ARTHUR ALTERNATIVE CENTER,PORT ARTHUR,TX
UPLIFT WILLIAMS PREPARATORY MIDDLE,DALLAS,TX
GEORGETOWN BEHAVIORAL HEALTH INSTITUTE,GEORGETOWN,TX
CEDARS ACADEMY NEXT GENERATION H S AT HIGHLAND,AUSTIN,TX
JORDAN MIDDLE,SAN ANTONIO,TX
LEWIS EL,HOUSTON,TX
WILD PEACH EL,BRAZORIA,TX
WEISS H S,PFLUGERVILLE,TX
ILTEXAS KATY WESTPARK H S,RICHMOND,TX
STARTZVILLE EL,CANYON LAKE,TX
BINGMAN PK,BEAUMONT,TX
SKIPCHA EL,HARKER HEIGHTS,TX
DOWELL MIDDLE,MCKINNEY,TX
CIBOLO CREEK EL,BOERNE,TX
ROY CISNEROS EL,SAN ANTONIO,TX
TAYLOR EL,PLANO,TX
GRAND SALINE H S,GRAND SALINE,TX
WILLS EL,AMARILLO,TX
DR TERRY ROBBINS MIDDLE,LUFKIN,TX
LONDON MIDDLE,CORPUS CHRISTI,TX
STEWART EL,MONTGOMERY,TX
ROUGHRIDER ACADEMY,CENTER,TX
BLUE RIDGE H S,BLUE RIDGE,TX
BREMOND H S,BREMOND,TX
RALPH EICKENROHT EL,HOUSTON,TX
ZAPATA H S,ZAPATA,TX
W M PEARCE PRI,SAN ANTONIO,TX
EMERY EL,KATY,TX
TRENTON EL,TRENTON,TX
SEMINOLE PRI,SEMINOLE,TX
BARBERS HILL MIDDLE SOUTH,MONT BELVIEU,TX
HIGHPOINT SCHOOL EAST (DAEP),HOUSTON,TX
WODEN EL,WODEN,TX
MCLEOD EL,MCLEOD,TX
FLOWER MOUND H S,FLOWER MOUND,TX
LAURA INGALLS WILDER INT,SCHERTZ,TX
LAWSON MIDDLE,HOUSTON,TX
LIVELY MIDDLE,AUSTIN,TX
SUNDOWN EL,KATY,TX
HORIZON MONTESSORI II,WESLACO,TX
ERA SCHOOL,ERA,TX
STANTON EL,EL PASO,TX
WILLIAM VELASQUEZ,RICHMOND,TX
STANTON EL,STANTON,TX
NORTHEAST EARLY COLLEGE H S,AUSTIN,TX
STEPHEN F AUSTIN ENVIRONMENTAL SCIENCE ACADEMY,GRAND PRAIRIE,TX
ELSIK H S,HOUSTON,TX
MARGARET FISCHER DAVIS EL,TEXARKANA,TX
BROCK J H,BROCK,TX
HIGHLAND PARK EL,AUSTIN,TX
ALPHA,MAGNOLIA,TX
WEST TEXAS EL,STINNETT,TX
G W CARVER 6TH GRADE STEM LEARNING CENTER,LANCASTER,TX
RED ROCK EL,RED ROCK,TX
THE NBISD LEARNING CENTER,NEW BRAUNFELS,TX
HARMONY SCHOOL OF FINE ARTS AND TECHNOLOGY-HOUSTON,HOUSTON,TX
PRAIRIE VIEW EL,RHOME,TX
J L LYON EL,MAGNOLIA,TX
HARMONY SCIENCE ACADEMY - GRAND PRAIRIE,GRAND PRAIRIE,TX
THOMAS EL,PLANO,TX
NAVARRO EL,LOCKHART,TX
OLIVERO GARZA SR EL,MCALLEN,TX
L B JOHNSON EL,ODESSA,TX
MAUDE MAE KIRCHNER EL,QUEMADO,TX
LINDEN EL,LINDEN,TX
LINDA HERRINGTON EL,ROUND ROCK,TX
NACOGDOCHES H S,NACOGDOCHES,TX
INFINITY EARLY COLLEGE H S,PORTER,TX
LA JOYA PALMVIEW H S,MISSION,TX
ADULT/COMMUNITY LRN CTR,EL PASO,TX
ADVANCED LEARNING ACADEMY,SAN ANTONIO,TX
JUDITH A RESNIK MIDDLE,VON ORMY,TX
ILTEXAS EAST FORT WORTH MIDDLE,FORT WORTH,TX
WILLIAMSON CO JUVENILE DETENTION CENTER,GEORGETOWN,TX
PSJA SOUTHWEST EARLY COLLEGE H S,PHARR,TX
RUBEN C RODRIGUEZ EL,EDCOUCH,TX
BULLARD EL,BULLARD,TX
E MERLE SMITH MIDDLE,SINTON,TX
JACKSBORO H S,JACKSBORO,TX
TRAVIS EARLY COLLEGE H S,AUSTIN,TX
JACKSONVILLE MIDDLE,JACKSONVILLE,TX
CRYAR INTERMEDIATE,CONROE,TX
CENTRAL MIDDLE,NEDERLAND,TX
DRAW ACADEMY,HOUSTON,TX
GRAPEVINE MIDDLE,GRAPEVINE,TX
S GUS ALEXANDER JR EL,DUNCANVILLE,TX
HENDERSON EL,SAN ANTONIO,TX
LIVE OAK EL,AUSTIN,TX
DAGGETT EL,FORT WORTH,TX
KEY MIDDLE,HOUSTON,TX
SMYER SCHOOLS,SMYER,TX
ORANGE GROVE EL,ORANGE GROVE,TX
RANN EL,DECATUR,TX
NEW LAKELINE AREA EL,ROUND ROCK,TX
PARKS EL,PASADENA,TX
LILLION E LUEHRS J H,BISHOP,TX
SLOCUM H S,ELKHART,TX
STROMAN MIDDLE,VICTORIA,TX
WAKE VILLAGE EL,WAKE VILLAGE,TX
V M ADAMS EL,SAN ANTONIO,TX
CENTENNIAL H S,FRISCO,TX
SUE EVELYN RATTAN EL,ANNA,TX
NEBBIE WILLIAMS EL,ROCKWALL,TX
PLAINS EL,PLAINS,TX
PSJA NORTH EARLY COLLEGE H S,PHARR,TX
STAFFORD ADJUSTMENT CENTER,STAFFORD,TX
ESCANDON EL,EDINBURG,TX
B L GARZA MIDDLE,EDINBURG,TX
PRO-VISION MIDDLE,HOUSTON,TX
BURKE EL,SAN ANTONIO,TX
T W OGG EL,CLUTE,TX
GRAPELAND J H,GRAPELAND,TX
JUDGE BAREFOOT SANDERS LAW MAGNET,DALLAS,TX
CLYDE J H,CLYDE,TX
CROCKETT EL,HOUSTON,TX
KIRBYVILLE H S,KIRBYVILLE,TX
HIRSCHI H S,WICHITA FALLS,TX
WILSON EL,HOUSTON,TX
TOLER EL,GARLAND,TX
BEAR BRANCH J H,MAGNOLIA,TX
BENAVIDES EL,BROWNSVILLE,TX
PINKERTON EL,COPPELL,TX
GRADY SCHOOL,LENORAH,TX
DUMAS H S,DUMAS,TX
AMARILLO H S,AMARILLO,TX
HENDRICKSON H S,PFLUGERVILLE,TX
ACADEMY OF DALLAS,DALLAS,TX
IUNIVERSITY PREP,GRAPEVINE,TX
TATUM EL,TATUM,TX
WILSON EL,LUBBOCK,TX
ALPINE EL,ALPINE,TX
HAUDE EL,SPRING,TX
BRENHAM EL,BRENHAM,TX
TRINITY CHARTER SCHOOL - BRENHAM CAMPUS,BRENHAM,TX
DISCIPLINARY ALTERNATIVE EDUCATION PROGRAM,CLEVELAND,TX
HOMEBOUND,AMARILLO,TX
TIMBER RIDGE EL,KILLEEN,TX
SCARBOROUGH EL,SAN ANTONIO,TX
BASIS SAN ANTONIO- SHAVANO CAMPUS,SAN ANTONIO,TX
SYCAMORE SPRINGS EL,AUSTIN,TX
TEXAS CONNECTIONS ACADEMY AT HOUSTON,HOUSTON,TX
HOLLAND MIDDLE,HOUSTON,TX
NEW SUMMERFIELD SCHOOL,NEW SUMMERFIELD,TX
WOODS EL,TYLER,TX
NICHOLS SAWMILL EL,MAGNOLIA,TX
BUNA EL,BUNA,TX
MEDIO CREEK EL,SAN ANTONIO,TX
KILLEEN JJAEP,KILLEEN,TX
GENESIS H S,BASTROP,TX
SNEED EL,HOUSTON,TX
NORMANGEE H S,NORMANGEE,TX
KLEIN OAK H S,SPRING,TX
ANGLETON H S,ANGLETON,TX
HOUSTON HEIGHTS CHARTER SCHOOL,HOUSTON,TX
CROSBY KINDERGARTEN CENTER,CROSBY,TX
LAURELES EL,SAN BENITO,TX
SPRING BRANCH ED CTR,HOUSTON,TX
UNIVERSITY H S,AUSTIN,TX
PARKVIEW SCHOOL - LEVELLAND,LEVELLAND,TX
WOODARD EL,CYPRESS,TX
KUEHNLE EL,KLEIN,TX
BLALACK MIDDLE,CARROLLTON,TX
SLACK EL,LUFKIN,TX
RUSK EL,MIDLAND,TX
COLMESNEIL JH/HS,COLMESNEIL,TX
ALBA-GOLDEN EL,ALBA,TX
PARK VIEW INT,PASADENA,TX
NICHOLS EL,FRISCO,TX
BONHAM EL,HARLINGEN,TX
TRAVIS EL,BAYTOWN,TX
KLEIN H S,KLEIN,TX
FRANCIS EL,HUMBLE,TX
BOLES H S,QUINLAN,TX
BOERNE - SAMUEL V CHAMPION H S,BOERNE,TX
PITTSBURG EL,PITTSBURG,TX
NORTHLAKE EL,GARLAND,TX
EDGEMERE INTERNATIONAL SCHOOL,EL PASO,TX
CATHELENE THOMAS EL,SLATON,TX
HEDLEY SCHOOL,HEDLEY,TX
KENNEDY EL,CORPUS CHRISTI,TX
HOUSTON EL,MCALLEN,TX
MONTCLAIR EL,GARLAND,TX
MARTHA HUNT EL,MURPHY,TX
WHARTON H S,WHARTON,TX
TROY J J A E P,KILLEEN,TX
MADISON H S,SAN ANTONIO,TX
PERKINS MIDDLE,BROWNSVILLE,TX
J J A E P,MCALLEN,TX
CAMERON CO J J A E P,SAN BENITO,TX
CARLOS TRUAN J H,ELSA,TX
PATHWAYS ACADEMIC CAMPUS,KILLEEN,TX
NEW EL,DALLAS,TX
UPLIFT GRAND H S,GRAND PRAIRIE,TX
BOYS RANCH H S,BOYS RANCH,TX
SYCAMORE EL,FORT WORTH,TX
WILSON MIDDLE,NEDERLAND,TX
KIMMIE M BROWN EL,DAYTON,TX
DUMAS INT,DUMAS,TX
PILOT POINT EL,PILOT POINT,TX
HOPE ACADEMY,LA JOYA,TX
RISE ACADEMY,LUBBOCK,TX
EVANT H S,EVANT,TX
BURNET EL,ODESSA,TX
QUEST CAMPUS PRE-K THRU 8,DALLAS,TX
DEVINE H S,DEVINE,TX
EASTLAND CARE CAMPUS,EASTLAND,TX
T PRICE EL,DONNA,TX
MILLSAP MIDDLE,MILLSAP,TX
ODOM EL,HOUSTON,TX
CHARLES ACTON EL,DALLAS,TX
SPICEWOOD PARK EL,SAN ANTONIO,TX
GALENA PARK H S,GALENA PARK,TX
SAM RAYBURN EL,IVANHOE,TX
KRUEGER MIDDLE,SAN ANTONIO,TX
LEON EL,JEWETT,TX
SCOTT EL,TEMPLE,TX
XENIA VOIGT EL,ROUND ROCK,TX
MARSHALL H S,MARSHALL,TX
SWEENY EL,SWEENY,TX
NORTHWEST H S,JUSTIN,TX
PETE GALLEGO EL,EAGLE PASS,TX
EARLY MIDDLE,EARLY,TX
WISDOM H S,HOUSTON,TX
GEORGE E KELLY EL,SAN ANTONIO,TX
SPRINGRIDGE EL,RICHARDSON,TX
HAYNES EL,KILLEEN,TX
SOLOMON P ORTIZ INT,ROBSTOWN,TX
HOWE H S,HOWE,TX
MARY LOU HARTMAN,SAN ANTONIO,TX
PATTON EL,AUSTIN,TX
GEORGE WEST EL,GEORGE WEST,TX
LYLES MIDDLE,GARLAND,TX
MCCALL EL,PLANO,TX
BROWNFIELD H S,BROWNFIELD,TX
STEPHENS EL,SHADY SHORES,TX
M RIVAS EL,DONNA,TX
CROCKETT ECHS,AUSTIN,TX
BOWIE INT,BOWIE,TX
NOLA KATHRYN WILSON EL,CRANDALL,TX
HAMLET EL,AMARILLO,TX
SAMUEL BECK EL,TROPHY CLUB,TX
SAVOY EL,SAVOY,TX
VETERANS MEMORIAL EL,LAREDO,TX
WILLIAM C HERRERA EL,EL PASO,TX
MERIDIANA EL,IOWA COLONY,TX
VANGUARD BEETHOVEN,EDINBURG,TX
ALIEF LEARNING CTR (K-6),HOUSTON,TX
CAMERON COUNTY JJAEP,SAN BENITO,TX
HERITAGE MIDDLE,COLLEYVILLE,TX
SKAGGS EL,PLANO,TX
DALHART H S,DALHART,TX
LAKEVIEW MIDDLE,THE COLONY,TX
WALNUT SPRINGS SCHOOL,WALNUT SPRINGS,TX
LEVERETTS CHAPEL H S,OVERTON,TX
JAMES TIPPIT MIDDLE,GEORGETOWN,TX
KLEBERG EL,DALLAS,TX
DIXIE EL,TYLER,TX
SIDNEY H POYNTER,FORT WORTH,TX
WILSON CO J J A E P,FLORESVILLE,TX
ALICE D CONTRERAS,FORT WORTH,TX
GRAHAM H S,GRAHAM,TX
NORTHSIDE EL,HENDERSON,TX
FRANCIS R SCOBEE MIDDLE,SAN ANTONIO,TX
BEST EL,HOUSTON,TX
SPEC RAFAEL HERNANDO MIDDLE,EL PASO,TX
LIVE OAK LEARNING CENTER,ROCKPORT,TX
SOUTH BELTON MIDDLE,BELTON,TX
OFF CAMPUS DAEP,IDALOU,TX
VERIBEST SPECIAL PROGRAMS,ROWENA,TX
WALTER & LOIS CURTIS MIDDLE,ALLEN,TX
STINSON MIDDLE,SAN ANTONIO,TX
QUAIL VALLEY EL,MISSOURI CITY,TX
SHAMROCK MIDDLE,SHAMROCK,TX
COPPERAS COVE H S,COPPERAS COVE,TX
FOUNDERS CLASSICAL ACADEMY OF LEANDER,LEANDER,TX
COOPER H S,COOPER,TX
LUCIO MIDDLE,BROWNSVILLE,TX
WILLIAM D SLIDER MIDDLE,EL PASO,TX
CATHEY MIDDLE,MCALLEN,TX
FAIRVIEW ACCELERATED,SAN ANGELO,TX
LANGFORD EL,AUSTIN,TX
UPLIFT GRADUS PREPARATORY,DESOTO,TX
H C CARLESTON EL,PEARLAND,TX
GROVES EL,HUMBLE,TX
TIMBER CREEK EL,THE WOODLANDS,TX
DRC CAMPUS,DALLAS,TX
ALIEF LEARNING CTR (6-12),HOUSTON,TX
UPLIFT PEAK PREPARATORY MIDDLE,DALLAS,TX
SALADO H S,SALADO,TX
LA MARQUE H S,LA MARQUE,TX
RUSK H S,RUSK,TX
LIBERTY H S,HOUSTON,TX
PALESTINE J H,PALESTINE,TX
RIDGETOP EL,AUSTIN,TX
GREENWOOD EL,MIDLAND,TX
WODEN H S,WODEN,TX
JACK C BINION EL,RICHLAND HILLS,TX
SAN JACINTO EL,SAN ANGELO,TX
HARRIS EL,AUSTIN,TX
PEARCE H S,RICHARDSON,TX
BROOKESMITH SCHOOL,BROOKESMITH,TX
JAMES E MITCHELL EL,GEORGETOWN,TX
DONNA LEWIS EL,HOUSTON,TX
LA FERIA H S,LA FERIA,TX
LYNN LUCAS MIDDLE,WILLIS,TX
OUIDA SPRINGER,ROCKWALL,TX
AXTELL BRUCEVILLE-EDDY LEARNING CENTER,AXTELL,TX
KEYS ACAD,HARLINGEN,TX
WINTERS EL,WINTERS,TX
CREEK VALLEY MIDDLE,CARROLLTON,TX
GRACE E HARDEMAN EL,WATAUGA,TX
WEBB M S,AUSTIN,TX
HAZEL S PATTISON EL,KATY,TX
PEASE COMMUNICATIONS/TECHNOLOGY ACADEMY,MIDLAND,TX
FRANKLIN D ROOSEVELT EL,LAREDO,TX
ABERNATHY DAEP,PLAINVIEW,TX
ANTHONY MIDDLE,CYRESS,TX
BURBANK H S,SAN ANTONIO,TX
MORNINGSIDE EL,BROWNSVILLE,TX
UNIVERSITY H S,WACO,TX
DETENT CTR,FORT WORTH,TX
AUSTIN MIDDLE,AMARILLO,TX
CLARK EL,BAYTOWN,TX
LOWELL SMITH JR MIDDLE,CLEBURNE,TX
DUNCAN EL,FORT HOOD,TX
WEST MIDDLE,WEST,TX
JUNCTION MIDDLE,JUNCTION,TX
GARCIA MIDDLE,BROWNSVILLE,TX
RED SANDS EL,EL PASO,TX
CARSON EL,SAN ANTONIO,TX
HARMONY SCIENCE ACADEMY - ODESSA,ODESSA,TX
HARMONY SCIENCE ACADEMY - EULESS,EULESS,TX
PFLUGERVILLE H S,PFLUGERVILLE,TX
MAYES EL,DENISON,TX
MANSFIELD SUMMIT H S,ARLINGTON,TX
REG DAY SCHOOL FOR DEAF,ODESSA,TX
SPRINGTOWN H S,SPRINGTOWN,TX
GARCIA YMLA,AUSTIN,TX
EAST CENTRAL HERITAGE MIDDLE,SAN ANTONIO,TX
CAMPBELL EL,CAMPBELL,TX
NORTH CROWLEY H S,FORT WORTH,TX
MILANO J H,MILANO,TX
KASHMERE H S,HOUSTON,TX
SHADY GROVE EL,BURNET,TX
DE ZAVALA EL,HOUSTON,TX
HARTMAN MIDDLE,HOUSTON,TX
CHARLES BAXTER J H,EVERMAN,TX
ELMER C WATSON H S,FORT WORTH,TX
REECES CREEK EL,KILLEEN,TX
MARK TWAIN EL,ALVIN,TX
HIDALGO J J A E P,HIDALGO,TX
HALTOM H S,HALTOM CITY,TX
PHOENIX ACADEMY,AUSTIN,TX
PREMIER H S OF NORTH HOUSTON,HOUSTON,TX
HARMONY SCHOOL OF ENRICHMENT - HOUSTON,HOUSTON,TX
CHAVEZ EXCEL ACADEMY,SAN ANTONIO,TX
WALNUT GROVE MIDDLE,MIDLOTHIAN,TX
WHITESBORO H S,WHITESBORO,TX
BEXAR CO J J A E P,SAN ANTONIO,TX
DAEP,PROGRESO,TX
SANDRA MOSSMAN EL,LEAGUE CITY,TX
CREEKSIDE PARK J H,THE WOODLANDS,TX
