NAME,CITY,STATE
ANNUNCIATION MATERNITY HOME,GEORGETOWN,TX
LA VERNIA PRI,LA VERNIA,TX
PERCY W NEBLETT EL,SHERMAN,TX
NORMANGEE EL,NORMANGEE,TX
HENRY B GONZALEZ EL,EAGLE PASS,TX
FROST EL,HOUSTON,TX
SALINAS EL,MISSION,TX
HIGH COUNTRY EL,FORT WORTH,TX
WORTHAM OAKS EL,SAN ANTONIO,TX
POWELL EL,THE WOODLANDS,TX
WILLIAM HAWLEY ATWELL LAW ACADEMY,DALLAS,TX
NARCISO CAVAZOS,MISSION,TX
CUNNINGHAM MIDDLE,HOUSTON,TX
GARZA INDEPENDENCE H S,AUSTIN,TX
CARVER ALTER LRN CTR,SAN ANGELO,TX
KRUM H S,KRUM,TX
VISTA ACADEMY OF HUMBLE,HUMBLE,TX
CHAMBERLIN EL,STEPHENVILLE,TX
BARBARA COCKRELL EL,PEARLAND,TX
DENTON CO J J A E P,DENTON,TX
ARMSTRONG EL,CONROE,TX
R F PATTERSON EL,ARLINGTON,TX
JOAQUIN H S,JOAQUIN,TX
DISTRICT REASSIGNMENT & OPPORTUNITY CENTER,CHARLOTTE,TX
LAW EL,HOUSTON,TX
FEHL-PRICE EL,BEAUMONT,TX
JEFFERSON EL,HOUSTON,TX
AIKMAN EL,HEREFORD,TX
IDEA MONTOPOLIS ACADEMY,AUSTIN,TX
HEIGHTS H S,HOUSTON,TX
WASHINGTON J H,CONROE,TX
NUECES CO J J A E P,CORPUS CHRISTI,TX
BOUDE STOREY MIDDLE,DALLAS,TX
LYFORD MIDDLE,LYFORD,TX
BARBERS HILL EL SOUTH,MONT BELVIEU,TX
H R MOYE EL,EL PASO,TX
VERNON MIDDLE,HARLINGEN,TX
CLAYTON EL,AUSTIN,TX
C W CLINE EL,FRIENDSWOOD,TX
FREIHEIT EL,NEW BRAUNFELS,TX
CENTRAL H S,KELLER,TX
NIMITZ EL,KERRVILLE,TX
TURNER H S,CARROLLTON,TX
WEST EL,DAINGERFIELD,TX
NORTHSIDE H S,HOUSTON,TX
CARRIZO SPRINGS INT,CARRIZO SPRINGS,TX
IUNIVERSITY PREP,GRAPEVINE,TX
CENTRAL J H,POLLOK,TX
H S POINT,DEER PARK,TX
GREENWAYS INT,AMARILLO,TX
TIMBERWILDE EL,SAN ANTONIO,TX
HEMPSTEAD EL,HEMPSTEAD,TX
DULLES MIDDLE,SUGAR LAND,TX
GOLFCREST EL,HOUSTON,TX
JONES EL,CORPUS CHRISTI,TX
HIGHPOINT,HOUSTON,TX
JENNIE REID EL,LA PORTE,TX
BENJAMIN SCHOOL,BENJAMIN,TX
ZUNDELOWITZ EL,WICHITA FALLS,TX
WICHITA FALLS H S,WICHITA FALLS,TX
JACKSON EL,TYLER,TX
BENAVIDES EL,SAN YGNACIO,TX
DALLAS COUNTY JJAEP DESOTO CAMPUS,DALLAS,TX
MARION ALTERNATIVE CENTER,SMILEY,TX
RRISD EARLY COLLEGE H S,ROUND ROCK,TX
IDEA TRES LAGOS ACADEMY,MCALLEN,TX
SOUTH EL,BRECKENRIDGE,TX
MIDLAND H S,MIDLAND,TX
JC KELLY EL,PHARR,TX
WEIMAR J H,WEIMAR,TX
MILLER INT,PASADENA,TX
PILGRIM ACADEMY,HOUSTON,TX
NUECES CANYON JH/HS,BARKSDALE,TX
FLETCHER EL,BEAUMONT,TX
ROBERT G COLE MIDDLE/HIGH SCHOOL,SAN ANTONIO,TX
HOBBY MIDDLE,SAN ANTONIO,TX
FENLEY TRANSITIONAL H S,SAN ANTONIO,TX
WESTLAKE ACADEMY,WESTLAKE,TX
DYER EL,KRUM,TX
RUFINO MENDOZA SR EL,FORT WORTH,TX
LYTLE DAEP,LYTLE,TX
AIA LANCASTER MIDDLE,LANCASTER,TX
DALLAS PARK EL,FORT WORTH,TX
DALLAS COUNTY JJAEP,DALLAS,TX
SCANLAN OAKS EL,MISSOURI CITY,TX
COLDWELL EL,EL PASO,TX
MAPLE LAWN EL,DALLAS,TX
FRIENDSWOOD H S,FRIENDSWOOD,TX
SUNSET EL,DUMAS,TX
BELLAIRE EL,HURST,TX
KOOKEN ED CTR,ARLINGTON,TX
LAKE AIR MONTESSORI SCHOOL,WACO,TX
SAISD - PK 4 SA,SAN ANTONIO,TX
BURTON EL,BURTON,TX
IDEA NORTH MISSION COLLEGE PREPARATORY,MISSION,TX
WINFREE ACADEMY CHARTER SCHOOL - GRAND PRAIRIE,GRAND PRAIRIE,TX
NAAMAN FOREST H S,GARLAND,TX
ROSS MIDDLE,SAN ANTONIO,TX
ILTEXAS KATY WESTPARK H S,RICHMOND,TX
COLORADO EL AND MIDDLE,COLORADO CITY,TX
IDEA ACADEMY MISSION,MISSION,TX
DUNBAR PRI,LUFKIN,TX
STILLMAN MIDDLE,BROWNSVILLE,TX
SPILLANE MIDDLE,CYPRESS,TX
A C JONES H S,BEEVILLE,TX
WINFREE ACADEMY CHARTER SCHOOL (LEWISVILLE),LEWISVILLE,TX
SAM HOUSTON EL,BRYAN,TX
BRIDGE CITY H S,BRIDGE CITY,TX
WOODLAWN ACADEMY,SAN ANTONIO,TX
DEL RIO MIDDLE 8TH GRADE CAMPUS,DEL RIO,TX
DEVERS JH,DEVERS,TX
IDEA BROWNSVILLE ACADEMY,BROWNSVILLE,TX
CANTU EL,ALTON,TX
ALVIN J H,ALVIN,TX
LUBBOCK CO J J A E P,LUBBOCK,TX
COMANCHE H S,COMANCHE,TX
HAC DAEP H S,SAN ANTONIO,TX
BEXAR COUNTY LRN CTR,SAN ANTONIO,TX
JOE DALE SPARKS CAMPUS,DENTON,TX
BLOOMINGTON J H,BLOOMINGTON,TX
REFUGIO EL,REFUGIO,TX
KERRVILLE DISCIPLINARY ALTERNATIVE SCHOOL,KERRVILLE,TX
UPLIFT HAMPTON PREPARATORY MIDDLE,DALLAS,TX
ENERGIZED FOR EXCELLENCE ACADEMY INC MIDDLE,HOUSTON,TX
CROUCH EL,GRAND PRAIRIE,TX
SETON HOME,SAN ANTONIO,TX
EDDIE BERNICE JOHNSON EL,DALLAS,TX
JUBILEE LEADERSHIP ACADEMY,BROWNSVILLE,TX
G L WILEY OPPORTUNITY CENTER,WACO,TX
AUSTIN EL,MESQUITE,TX
PIETZSCH/MAC ARTHUR EL,BEAUMONT,TX
BIRDWELL SCHOOL,TYLER,TX
BOOKER T WASHINGTON EL,WICHITA FALLS,TX
H M KING H S,KINGSVILLE,TX
PEARSON EARLY CHILDHOOD,PLANO,TX
KATY J H,KATY,TX
ELLEN OCHOA STEM ACADEMY AT BEN MILIAM EL,GRAND PRAIRIE,TX
DUDLEY EL,VICTORIA,TX
MONTGOMERY H S,MONTGOMERY,TX
UPLIFT EDUCATION - INFINITY PREPARATORY MIDDLE SCH,IRVING,TX
CASTLEMAN CREEK EL,HEWITT,TX
COUNTY LINE EL,NEW BRAUNFELS,TX
BOERNE ALTER SCH,BOERNE,TX
FLOYDADA COLLEGIATE J H,FLOYDADA,TX
HANNA EARLY COLLEGE H S,BROWNSVILLE,TX
TARRANT CO J J A E P,SOUTHLAKE,TX
FARLEY MIDDLE,HUTTO,TX
MIRELES EL,CORPUS CHRISTI,TX
CONLEY EL,HOUSTON,TX
SINTON H S,SINTON,TX
MCGREGOR H S,MCGREGOR,TX
LOWERY FRESHMAN CENTER,ALLEN,TX
LA MESA EL,PLAINVIEW,TX
FRANKLIN H S,EL PASO,TX
SERENITY HIGH,MCKINNEY,TX
RICHARDSON HEIGHTS EL,RICHARDSON,TX
MCCOLLUM H S,SAN ANTONIO,TX
JOSEFA L SAMBRANO EL,SAN ELIZARIO,TX
SHIELDS EL,VICTORIA,TX
SPRING HILL J H,LONGVIEW,TX
SCHOOL FOR THE HIGHLY GIFTED,GRAND PRAIRIE,TX
HARLINGEN SCHOOL OF HEALTH PROFESSIONS,HARLINGEN,TX
COPPERAS COVE H S,COPPERAS COVE,TX
BAYTOWN J H,BAYTOWN,TX
IDEA EASTSIDE ACADEMY,SAN ANTONIO,TX
ISCHOOL HIGH - LEWISVILLE,LEWISVILLE,TX
AUE EL,SAN ANTONIO,TX
FORNEY LEARNING ACADEMY,FORNEY,TX
DR JAVIER SAENZ MIDDLE,PENITAS,TX
HARMONY SCHOOL OF EXCELLENCE - LAREDO,LAREDO,TX
EARLY CHILDHOOD,EDINBURG,TX
KIPP AUSTIN VISTA MIDDLE SCHOOLS,AUSTIN,TX
NEW MIDDLE AT MCNEIL,ROUND ROCK,TX
THE JOE BARNHART ACADEMY,BEEVILLE,TX
RALPH PFLUGER EL,BUDA,TX
ATHENS H S,ATHENS,TX
TIMBERWOOD PARK EL,SAN ANTONIO,TX
CENTRAL HEIGHTS MIDDLE,NACOGDOCHES,TX
AUSTIN EL,HARLINGEN,TX
BOLIN EL,PARKER,TX
RENNER MIDDLE,PLANO,TX
GLADEWATER PRI,GLADEWATER,TX
C E ELLISON H S,KILLEEN,TX
CEDAR CREEK INT,CEDAR CREEK,TX
FORT HANCOCK MIDDLE,FT HANCOCK,TX
ELADIO R MARTINEZ LEARNING CENTER,DALLAS,TX
3D ACADEMY,DONNA,TX
WALL SP PROG (FLC/BAC),SAN ANGELO,TX
MICKEY LELAND COLLEGE PREP ACAD FOR YOUNG MEN,HOUSTON,TX
HOOD-CASE EL,ALVIN,TX
HILLSBORO H S,HILLSBORO,TX
DANBURY EL,DANBURY,TX
BILL HASSE EL,ALVIN,TX
SAN PERLITA EL,SAN PERLITA,TX
CHRISTENE C MOSS EL,FORT WORTH,TX
BANGS H S,BANGS,TX
FORT STOCKTON ALAMO EL,FORT STOCKTON,TX
DR THOMAS ESPARZA EL,EDINBURG,TX
ELYSIAN FIELDS H S,ELYSIAN FIELDS,TX
R YZAGUIRRE MIDDLE,SAN JUAN,TX
BELLVILLE J H,BELLVILLE,TX
ALTO H S,ALTO,TX
DAWSON EL,DAWSON,TX
YES PREP - SOUTHSIDE,HOUSTON,TX
LUBBOCK-COOPER BUSH MIDDLE,LUBBOCK,TX
LEADERSHIP PREP SCHOOL SECONDARY,FRISCO,TX
COOLIDGE H S,COOLIDGE,TX
EDNA ROWE EL,DALLAS,TX
FOWLER EL,WICHITA FALLS,TX
MABANK INT,MABANK,TX
PARKER EL,HOUSTON,TX
ELYSIAN FIELDS MIDDLE,ELYSIAN FIELDS,TX
WILLOW CREEK EL,SAGINAW,TX
SKYLINE H S,DALLAS,TX
SECONDARY ALTER CTR,HARLINGEN,TX
PREMIER H S OF AUSTIN,AUSTIN,TX
APPLE SPRINGS H S,APPLE SPRINGS,TX
ALPINE H S,ALPINE,TX
MAYDE CREEK H S,HOUSTON,TX
MIDWAY ALTERNATIVE H S,CANYON,TX
RANGER H S,RANGER,TX
LANSBERRY EL,TRINITY,TX
HASKELL EL,HASKELL,TX
JUBILEE LIVING WAY,BROWNSVILLE,TX
TRAVIS COUNTY J J A E P,AUSTIN,TX
POR VIDA ACADEMY CORPUS CHRISTI,CORPUS CHRISTI,TX
LAURA B WALLACE MIDDLE,KYLE,TX
JOHNSON COUNTY J J A E P,CLEBURNE,TX
MARTIN H S,LAREDO,TX
CRYSTAL CITY H S,CRYSTAL CITY,TX
VAN VLECK EL,VAN VLECK,TX
FENWICK ACADEMY,SAN ANTONIO,TX
UNIVERSAL ACADEMY - COPPELL,COPPELL,TX
RUSH EL,LUBBOCK,TX
DUNN EL,ARLINGTON,TX
PRESTONWOOD EL,DALLAS,TX
MOISES E MOLINA H S,DALLAS,TX
LEON HEIGHTS EL,BELTON,TX
HARMONY SCHOOL OF INNOVATION - SAN ANTONIO,SAN ANTONIO,TX
RUSTIC OAK EL,PEARLAND,TX
KETELSEN EL,HOUSTON,TX
VILLAREAL EL,OLMITO,TX
ANTHONY MIDDLE,ANTHONY,TX
ROWLETT EL,ROWLETT,TX
SHIELDS EL,GLENN HEIGHTS,TX
MCREYNOLDS MIDDLE,HOUSTON,TX
LLANO EL,LLANO,TX
JACKSON-KELLER EL,SAN ANTONIO,TX
NATALIA H S,NATALIA,TX
COKER EL,SAN ANTONIO,TX
JAMES M STEELE H S,ROANOKE,TX
WEST RUSK MIDDLE,NEW LONDON,TX
TEAGUE J H,TEAGUE,TX
CLASSICAL CENTER AT VIAL EL,GARLAND,TX
JAMES PATTERSON EL,RICHMOND,TX
ROBERTO BOBBY BARRERA EL STEM MAGNET,LAUGHLIN AFB,TX
DAVIS EL,AUSTIN,TX
HUBBARD EL,HUBBARD,TX
FRAZIER EL,HOUSTON,TX
MISSION EARLY LEARNING,MISSION,TX
ALLEN & WILLIAM ARNOLD EL,PHARR,TX
MARY E SMITHEY PACE H S,DUNCANVILLE,TX
QUEEN CITY H S,QUEEN CITY,TX
I C EVANS EL,BURKBURNETT,TX
DITTO EL,ARLINGTON,TX
MS-5 NW MIDDLE,EL PASO,TX
LIPAN H S,LIPAN,TX
KOUNTZE H S,KOUNTZE,TX
POMEROY EL,PASADENA,TX
NORTH FORNEY H S,FORNEY,TX
CLARKSTON EL,TYLER,TX
GLADEWATER H S,GLADEWATER,TX
LASA H S,AUSTIN,TX
BENFER EL,KLEIN,TX
LAKEWOOD EL,BELTON,TX
WHIDBY EL,HOUSTON,TX
GLENN C HARDIN INT,DUNCANVILLE,TX
NEW WAVERLY J H,NEW WAVERLY,TX
WILLIAMSON JJAEP,GEORGETOWN,TX
BONHAM EL,MIDLAND,TX
QUEST EARLY COLLEGE H S,HUMBLE,TX
TAYS J H,KATY,TX
HERITAGE ACADEMY OF SAN ANTONIO,WINDCREST,TX
WILLIAMSON CO ACADEMY,GEORGETOWN,TX
VAN ZANDT CO YOUTH MULTI-SERVICE CTR,GRAND SALINE,TX
E RAY EL,FORT WORTH,TX
CAMERON CO J J A E P,PORT ISABEL,TX
GOLDTHWAITE EL,GOLDTHWAITE,TX
BRIDGEPORT INT,BRIDGEPORT,TX
HARMONY SCHOOL OF INNOVATION - WACO,BEVERLY HILLS,TX
SOUTH EARLY COLLEGE H S,HOUSTON,TX
IDEA BRACKENRIDGE ACADEMY,SAN ANTONIO,TX
HIGHLAND LAKES EL,GRANITE SHOALS,TX
OAK PARK SPECIAL EMPHASIS SCHOOL,CORPUS CHRISTI,TX
HUTCHINSON MIDDLE,LUBBOCK,TX
JOSE DE ESCANDON EL,MISSION,TX
WALZEM EL,SAN ANTONIO,TX
MERKEL MIDDLE,MERKEL,TX
NORDHEIM SCHOOL,NORDHEIM,TX
STEVENSON MIDDLE,HOUSTON,TX
TEAGUE LION ACADEMY,TEAGUE,TX
BLACKLAND PRAIRIE EL,ROUND ROCK,TX
ALDINE MIDDLE,HOUSTON,TX
PSJA SONIA M SOTOMAYOR H S,PHARR,TX
LAKEWAY EL,AUSTIN,TX
BENAVIDES EL,BENAVIDES,TX
HAMILTON MIDDLE,HOUSTON,TX
MEDINA VALLEY H S,CASTROVILLE,TX
WARREN JJAEP,KOUNTZE,TX
IDEA COLLEGE PREP WESLACO,WESLACO,TX
ALFRED SORENSEN EL,SAN JUAN,TX
SMITH EL,HOUSTON,TX
TURNING POINT SECONDARY SCHOOL,ARLINGTON,TX
RICHARD MILBURN ACADEMY LUBBOCK,LUBBOCK,TX
HUNTERS GLEN EL,MISSOURI CITY,TX
NEW DEAL EL,NEW DEAL,TX
CONNALLY MIDDLE,SAN ANTONIO,TX
PROSPER H S,PROSPER,TX
KOENNECKE EL,SEGUIN,TX
CHISUM H S,PARIS,TX
HUNT MIDDLE,FRISCO,TX
MARGIL ACADEMY,SAN ANTONIO,TX
EUBANKS INT,SOUTHLAKE,TX
WEST MAIN EL,LANCASTER,TX
CLEAR LAKE H S,HOUSTON,TX
STONEWALL EL,STONEWALL,TX
MCCREARY RD EL,PLANO,TX
IOWA PARK H S,IOWA PARK,TX
HUMPHREY'S HIGHLAND EL,AMARILLO,TX
FINLEY EL,LAREDO,TX
THOMAS HANCOCK EL,HOUSTON,TX
WESTERN HILLS EL,TEMPLE,TX
WESTBROOK INT,FRIENDSWOOD,TX
BIRDVILLE H S,NORTH RICHLAND HILLS,TX
STEINER RANCH EL,AUSTIN,TX
BLANCO EL,BLANCO,TX
ELVIS J BALLEW H S,PHARR,TX
JIM NED MIDDLE,TUSCOLA,TX
BAY CITY H S,BAY CITY,TX
EDUARDO MATA MONTESSORI SCHOOL,DALLAS,TX
CENTRAL EL,DUNCANVILLE,TX
TEKOA ACADEMY OF ACCELERATED STUDIES,PORT ARTHUR,TX
LYTLE H S,LYTLE,TX
ADRIAN SCHOOL,ADRIAN,TX
STORM EL,SAN ANTONIO,TX
REAGAN EL,ABILENE,TX
AZLE HORNET ACADEMY,AZLE,TX
GLENHOPE EL,COLLEYVILLE,TX
MOUNT CARMEL ACADEMY,HOUSTON,TX
MAURICEVILLE MIDDLE,ORANGE,TX
NAVARRO MIDDLE,HOUSTON,TX
MCLEAN MIDDLE,FORT WORTH,TX
WILLIAM B MILLER EL,DALLAS,TX
DR FERMIN CALDERON EL,DEL RIO,TX
TRAVIS EL,HOUSTON,TX
JOAQUIN CIGARROA MIDDLE,LAREDO,TX
FLOUR BLUFF H S,CORPUS CHRISTI,TX
SHERMAN EL,HOUSTON,TX
WELLINGTON EL,FLOWER MOUND,TX
OLNEY H S,OLNEY,TX
MINERAL WELLS H S,MINERAL WELLS,TX
EMERSON EL,HOUSTON,TX
PUCKETT EL,AMARILLO,TX
HARDIN CO ALTER ED,KOUNTZE,TX
SEAGOVILLE H S,DALLAS,TX
GRAHAM J H,GRAHAM,TX
TOMBALL MEMORIAL H S,TOMBALL,TX
BANGS H S,BANGS,TX
CADDO MILLS MIDDLE,CADDO MILLS,TX
SMITH H S,CARROLLTON,TX
SOUTH LAWN EL,AMARILLO,TX
THOMPSON EL,HOUSTON,TX
DALHART INT,DALHART,TX
THOMAS JEFFERSON H S,DALLAS,TX
BAILEY J H,ARLINGTON,TX
GOLIAD H S,GOLIAD,TX
SCHULENBURG EL,SCHULENBURG,TX
TIMBERS EL,HUMBLE,TX
SCHOOL OF SCIENCE AND TECHNOLOGY - ALAMO,SAN ANTONIO,TX
BASTIAN EL,HOUSTON,TX
CAMPBELL EL,KATY,TX
ETOILE ACADEMY CHARTER SCHOOL,HOUSTON,TX
LEONARD J H,LEONARD,TX
HART EL,AUSTIN,TX
ANSON EL,ANSON,TX
ROBERT H ROCKENBAUGH EL,SOUTHLAKE,TX
PEGASUS SCHOOL,LOCKHART,TX
CEDAR CREEK MIDDLE,CEDAR CREEK,TX
EDUCATION CENTER INTERNATIONAL ACADEMY 1,SUNNYVALE,TX
WARNER EL,CYPRESS,TX
PALO DURO H S,AMARILLO,TX
SCHERTZ EL,SCHERTZ,TX
HOMEBOUND,LUBBOCK,TX
WOLFLIN EL,AMARILLO,TX
VETERANS MIDDLE,RIO GRANDE CITY,TX
TARRANT CO J J A E P,HALTOM CITY,TX
RIO VISTA ISD JJAEP,CLEBURNE,TX
CHRISTA MCAULIFFE LEARNING CENTER,RICHARDSON,TX
JOHN F PEELER EL,DALLAS,TX
EARLY COLLEGE H S,HARLINGEN,TX
HULL-DAISETTA H S,DAISETTA,TX
CRANE H S,CRANE,TX
TOOL EL,TOOL,TX
BARBARA JORDAN EL,ODESSA,TX
BRECKENRIDGE H S,BRECKENRIDGE,TX
JAMES AND MARGIE MARION EL,ALLEN,TX
HOFFMANN EL,SAN ANTONIO,TX
LAMAR MIDDLE,TEMPLE,TX
UPLIFT EDUCATIION-NORTH HILLS PREP PRI,IRVING,TX
LEVELLAND H S,LEVELLAND,TX
WASHINGTON EL,SAN ANTONIO,TX
BEL AIR MIDDLE,EL PASO,TX
IRVING EL,CLEBURNE,TX
PAMPA H S,PAMPA,TX
HUTCHINS EL,EL CAMPO,TX
FOUNDERS CLASSICAL ACADEMY OF SCHERTZ,SCHERTZ,TX
TALLEY EL,FRISCO,TX
V R EATON H S,FORT WORTH,TX
CYPRESSWOOD EL,HUMBLE,TX
RIDGE CREEK EL,HUMBLE,TX
IDEA TRES LAGOS COLLEGE PREPARATORY,MCALLEN,TX
EUGENE 'GENE' KRANZ J H,DICKINSON,TX
GIDDINGS INT,GIDDINGS,TX
WILLIAMSON COUNTY JUVENILE DETENTION CENTER,GEORGETOWN,TX
STEVENSON MIDDLE,SAN ANTONIO,TX
MILTON COOPER EL,HOUSTON,TX
WOODLAWN HILLS EL,SAN ANTONIO,TX
BENAVIDES SECONDARY,BENAVIDES,TX
COLONY MEADOWS EL,SUGAR LAND,TX
MIKE MOSES MIDDLE,NACOGDOCHES,TX
DILLEY H S,DILLEY,TX
FIEST EL,HOUSTON,TX
RALLS MIDDLE,RALLS,TX
SOUTHSIDE EL,ANGLETON,TX
TRAVIS MIDDLE,MCALLEN,TX
STERLING H S,HOUSTON,TX
PILLOW EL,AUSTIN,TX
PREMIER H S OF SAN JUAN,SAN JUAN,TX
PARIS H S,PARIS,TX
BLISS EL,EL PASO,TX
SPARKS EL,FRISCO,TX
DIGITAL ARTS & TECHNOLOGY ACADEMY AT ADAMS MIDDLE,GRAND PRAIRIE,TX
INDUSTRIAL EL WEST,INEZ,TX
BRYAN EL,MISSION,TX
LUBBOCK-COOPER SOUTH EL,LUBBOCK,TX
AULT EL,CYPRESS,TX
HARRIS MIDDLE,SAN ANTONIO,TX
MALCOLM RECTOR TECHNICAL H S,NACOGDOCHES,TX
LEGACY SCHOOL OF SPORT SCIENCES,SPRING,TX
COYLE MIDDLE,ROWLETT,TX
CUNNINGHAM MIDDLE AT SOUTH PARK,CORPUS CHRISTI,TX
O C TAYLOR CTR,BEAUMONT,TX
LINCOLN MIDDLE,EL PASO,TX
STUCHBERY EL,HOUSTON,TX
TEXAS PREPARATORY SCHOOL,SAN MARCOS,TX
J L LONG MIDDLE,DALLAS,TX
FOREST BROOK MIDDLE,HOUSTON,TX
DR M L GARZA-GONZALEZ CHARTER SCHOOL,CORPUS CHRISTI,TX
TYLER H S,TYLER,TX
GREAT OAKS EL,ROUND ROCK,TX
MCAULIFFE EL,MCALLEN,TX
WILLOW CREEK EL,KINGWOOD,TX
LIBERTY J H,DALLAS,TX
RICHARDSON NORTH J H,RICHARDSON,TX
DONNA PARK,HURST,TX
WOLFE CITY MIDDLE,WOLFE CITY,TX
ROBERTS EL,SAN BENITO,TX
ERECKSON MIDDLE,ALLEN,TX
LONDON H S,CORPUS CHRISTI,TX
H S AHEAD ACADEMY,HOUSTON,TX
BLAND EL,CELESTE,TX
NYOS - MAGNOLIA MCCULLOUGH CAMPUS,AUSTIN,TX
LYFORD H S,LYFORD,TX
GIDDINGS EL,GIDDINGS,TX
POTTSBORO MIDDLE,POTTSBORO,TX
WEST RUSK EL,NEW LONDON,TX
WILLIAMSON COUNTY JJAEP,GEORGETOWN,TX
RIO GRANDE CITY CISD GRULLA H S,RIO GRANDE CITY,TX
SMITH EL,HOUSTON,TX
THE WOODLANDS H S,THE WOODLANDS,TX
OUSLEY J H,ARLINGTON,TX
LAWLER MIDDLE,FRISCO,TX
ENERGIZED FOR STEM ACADEMY H S,HOUSTON,TX
PEREZ EL,BROWNSVILLE,TX
TYLER ISD EARLY COLLEGE H S,TYLER,TX
SAM HOUSTON EL,MARSHALL,TX
LIVE OAK ACADEMY,BUDA,TX
TOLAR H S,TOLAR,TX
WHITE OAK H S,WHITE OAK,TX
PEARL HALL EL,SO HOUSTON,TX
RALLS H S,RALLS,TX
CLEVELAND H S,CLEVELAND,TX
SPRING H S,SPRING,TX
RAUL A GONZALEZ JR EL,WESLACO,TX
WILLIAMS EL,AUSTIN,TX
NEWGULF EL,BOLING,TX
CHESTER H S,CHESTER,TX
ZAVALLA H S,ZAVALLA,TX
LEWIS EL,SAN ANTONIO,TX
TRAVIS INT,CONROE,TX
VALLEY VIEW EL,AUSTIN,TX
MEDINA VALLEY MIDDLE,CASTROVILLE,TX
FW RGNL PROGRAM FOR DEAF,FORT WORTH,TX
SAN DIEGO H S,SAN DIEGO,TX
COL SANTOS BENAVIDES EL,LAREDO,TX
CUMBY EL,CUMBY,TX
DIBOLL PRI,DIBOLL,TX
ROBERTS EL,LUBBOCK,TX
FREDERICKSBURG PRI,FREDERICKSBURG,TX
TRAVIS EL,ENNIS,TX
FORT STOCKTON APACHE EL,FORT STOCKTON,TX
MARCY EL,BIG SPRING,TX
WORLD LANGUAGES INSTITUTE,FORT WORTH,TX
JEAN MASSIEU ACADEMY,ARLINGTON,TX
INDIAN CREEK EL,SAN ANTONIO,TX
HILL COUNTRY MIDDLE,AUSTIN,TX
THE BRIDGES ACAD ALTER,COLLEYVILLE,TX
RANGE EL,MESQUITE,TX
WILLIAM J WINKLEY EL,LEANDER,TX
GEORGE J H,ROSENBERG,TX
YOUNG MEN'S LEADERSHIP ACADEMY AT FRED F FLORENCE,DALLAS,TX
BARBARA FASKEN EL,LAREDO,TX
DEER PARK J H,DEER PARK,TX
PLEASANT GROVE EL,DALLAS,TX
EXCELSIOR EL,CENTER,TX
UPLIFT EDUCATION-NORTH HILLS PREP H S,IRVING,TX
TRINIDAD SCHOOL,TRINIDAD,TX
KIPP AUSTIN ACADEMY OF ARTS & LETTERS,AUSTIN,TX
NIXON SMILEY EL,SMILEY,TX
EDDIE FINLEY SR J H,WAXAHACHIE,TX
ALAN B SHEPARD MIDDLE,SAN ANTONIO,TX
BURNET MIDDLE,AUSTIN,TX
SEYMOUR H S,SEYMOUR,TX
O H HERMAN MIDDLE,VAN VLECK,TX
HILLCREST EL,DUMAS,TX
TOM C GOOCH EL,DALLAS,TX
FORSAN EL,BIG SPRING,TX
RAYMONDVILLE H S,RAYMONDVILLE,TX
ALVORD EL,ALVORD,TX
SCURRY-ROSSER EL,SCURRY,TX
VIOLA COBB EL,CHANNELVIEW,TX
SHELDON EL,HOUSTON,TX
HULL-DAISETTA J H,DAISETTA,TX
